,County,Year,Arth_Mean,First_Max_Date,Second_Max_Date,Third_Max_Date
289,Stanislaus,2014,0.31425437500000003,2014-12-28 02:00,2014-12-28 03:00,2014-12-28 04:00
290,Stanislaus,2015,0.297984,2015-06-12 19:00,2015-01-10 01:00,2015-01-08 01:00
291,Stanislaus,2016,0.2781645,2016-12-19 01:00,2016-12-19 02:00,2016-12-19 03:00
292,Stanislaus,2017,0.294064,2017-12-11 18:00,2017-12-11 02:00,2017-12-14 01:00
293,Stanislaus,2018,0.28995950000000004,2018-11-16 23:00,2018-11-17 00:00,2018-11-16 22:00
294,Stanislaus,2019,0.263166,2019-11-03 01:00,2019-11-04 20:00,2019-11-02 23:00
295,Stanislaus,2020,0.321821,2020-09-13 04:00,2020-10-16 18:00,2020-09-13 02:00
296,Stanislaus,2021,0.267876,2021-12-01 23:00,2021-12-02 00:00,2021-12-01 22:00
297,Stanislaus,2022,0.226359,2022-02-19 02:00,2022-02-19 01:00,2022-11-19 23:00
298,Stanislaus,2023,0.2198295,2023-12-02 18:00,2023-11-28 02:00,2023-11-28 03:00
299,Sutter,2014,0.1198835,2014-09-22 08:00,2014-09-22 09:00,2014-09-22 10:00
300,Sutter,2015,0.127484,2015-08-11 02:00,2015-08-11 03:00,2015-08-15 02:00
301,Sutter,2016,0.1309515,2016-12-30 20:00,2016-12-30 21:00,2016-12-30 22:00
302,Sutter,2017,0.125796,2017-05-07 08:00,2017-08-31 10:00,2017-08-31 03:00
303,Sutter,2018,0.186236,2018-11-09 03:00,2018-11-10 10:00,2018-11-09 02:00
